disease,increase,loc,number,population,year
PERTUSSIS,0.6900000000000000,OHIO,71,10771394,1976
PERTUSSIS,0.8500000000000000,OKLAHOMA,26,2870014,1976
PERTUSSIS,0.61,OREGON,15,2446673,1976
PERTUSSIS,0.29000000000000000,PENNSYLVANIA,29,11893591,1976
PERTUSSIS,0.52,SOUTH CAROLINA,16,2991681,1976
PERTUSSIS,0.15,SOUTH DAKOTA,1,688480,1976
PERTUSSIS,0.7800000000000000,TENNESSEE,34,4422921,1976
PERTUSSIS,0.3500000000000000,TEXAS,36,13193050,1976
PERTUSSIS,0.32,UTAH,4,1319512,1976
PERTUSSIS,0.22000000000000000,VIRGINIA,11,5193112,1976
PERTUSSIS,0.6800000000000000,WASHINGTON,25,3776050,1976
PERTUSSIS,1.2800000000000000,WEST VIRGINIA,25,1908088,1976
PERTUSSIS,0.9600000000000000,WISCONSIN,47,4626514,1976
RUBELLA,0.06,ALABAMA,2,3780403,1976
RUBELLA,0.75,ALASKA,3,403436,1976
RUBELLA,6.990000000000000,ARKANSAS,154,2209010,1976
RUBELLA,3.8600000000000000,CALIFORNIA,860,22352396,1976
RUBELLA,1.1600000000000000,COLORADO,31,2696140,1976
RUBELLA,4.240000000000000,CONNECTICUT,133,3085722,1976
RUBELLA,2.38,DELAWARE,14,591829,1976
RUBELLA,6.79,DISTRICT OF COLUMBIA,46,677228,1976
RUBELLA,0.6800000000000000,FLORIDA,60,8856183,1976
RUBELLA,0.02,GEORGIA,1,5219697,1976
RUBELLA,2.2000000000000000,HAWAII,20,918259,1976
RUBELLA,1.59,IDAHO,14,883469,1976
RUBELLA,10.850000000000000,ILLINOIS,1233,11386316,1976
RUBELLA,18.710000000000000,INDIANA,1016,5425638,1976
RUBELLA,2.9800000000000000,IOWA,88,2913573,1976
RUBELLA,11.270000000000000,KANSAS,262,2320647,1976
RUBELLA,5.460000000000000,KENTUCKY,193,3573693,1976
RUBELLA,2.3100000000000000,LOUISIANA,94,4014459,1976
RUBELLA,1.4400000000000000,MAINE,16,1103578,1976
RUBELLA,0.07,MARYLAND,3,4169595,1976
RUBELLA,3.21,MASSACHUSETTS,186,5738199,1976
RUBELLA,16.480000000000000,MICHIGAN,1513,9171110,1976
RUBELLA,0.8800000000000000,MINNESOTA,32,3989364,1976
RUBELLA,0.45,MISSISSIPPI,11,2459201,1976
RUBELLA,0.9000000000000000,MISSOURI,45,4863173,1976
RUBELLA,27.82,MONTANA,214,769953,1976
RUBELLA,0.19,NEBRASKA,3,1556842,1976
RUBELLA,2.2200000000000000,NEVADA,15,678333,1976
RUBELLA,1.3500000000000000,NEW HAMPSHIRE,12,869763,1976
RUBELLA,18.47000000000000,NEW JERSEY,1357,7337169,1976
RUBELLA,2.6900000000000000,NEW MEXICO,33,1215720,1976
RUBELLA,4.4699999999999900,NEW YORK,790,17812602,1976
RUBELLA,0.37,NORTH CAROLINA,19,5685607,1976
RUBELLA,0.45000000000000000,NORTH DAKOTA,3,649769,1976
RUBELLA,3.710000000000000,OHIO,398,10771394,1976
RUBELLA,2.7200000000000000,OKLAHOMA,81,2870014,1976
RUBELLA,5.750000000000000,OREGON,141,2446673,1976
RUBELLA,1.9100000000000000,PENNSYLVANIA,222,11893591,1976
RUBELLA,0.76,RHODE ISLAND,7,950230,1976
RUBELLA,20.69000000000000,SOUTH CAROLINA,619,2991681,1976
RUBELLA,3.09,SOUTH DAKOTA,21,688480,1976
RUBELLA,5.330000000000000,TENNESSEE,234,4422921,1976
RUBELLA,2.1000000000000000,TEXAS,271,13193050,1976
RUBELLA,12.570000000000000,UTAH,165,1319512,1976
RUBELLA,1.21,VERMONT,6,491931,1976
RUBELLA,4.870000000000000,VIRGINIA,251,5193112,1976
RUBELLA,6.280000000000000,WASHINGTON,236,3776050,1976
RUBELLA,16.910000000000000,WEST VIRGINIA,323,1908088,1976
RUBELLA,10.95,WISCONSIN,507,4626514,1976
RUBELLA,0.48,WYOMING,2,413354,1976
HEPATITIS A,5.380000000000000,ALABAMA,206,3831836,1977
HEPATITIS A,136.16,ALASKA,551,404766,1977
HEPATITIS A,36.98,ARIZONA,929,2515316,1977
HEPATITIS A,18.09000000000000,ARKANSAS,406,2243127,1977
HEPATITIS A,20.750000000000000,CALIFORNIA,4741,22835958,1977
HEPATITIS A,18.410000000000000,COLORADO,509,2766748,1977
HEPATITIS A,8.840000000000000,CONNECTICUT,274,3091627,1977
HEPATITIS A,7.260000000000000,DELAWARE,43,594776,1977
HEPATITIS A,5.1,DISTRICT OF COLUMBIA,34,665052,1977
HEPATITIS A,15.490000000000000,FLORIDA,1412,9102032,1977
HEPATITIS A,20.240000000000000,GEORGIA,1073,5295751,1977
HEPATITIS A,14.690000000000000,HAWAII,137,931584,1977
HEPATITIS A,15.180000000000000,IDAHO,138,910690,1977
HEPATITIS A,9.79,ILLINOIS,1120,11412561,1977
HEPATITIS A,4.410000000000000,INDIANA,243,5470214,1977
HEPATITIS A,3.890000000000000,IOWA,115,2918069,1977
HEPATITIS A,14.350000000000000,KANSAS,335,2335657,1977
HEPATITIS A,12.270000000000000,KENTUCKY,444,3609976,1977
HEPATITIS A,12.400000000000000,LOUISIANA,505,4068579,1977
HEPATITIS A,2.2500000000000000,MAINE,25,1113566,1977
HEPATITIS A,8.74,MARYLAND,364,4183603,1977
HEPATITIS A,2.900000000000000,MASSACHUSETTS,170,5736469,1977
HEPATITIS A,16.660000000000000,MICHIGAN,1538,9217761,1977
HEPATITIS A,11.2,MINNESOTA,452,4015341,1977
HEPATITIS A,18.200000000000000,MISSISSIPPI,455,2487816,1977
HEPATITIS A,11.02,MISSOURI,543,4889399,1977
HEPATITIS A,25.33,MONTANA,198,782317,1977
HEPATITIS A,10.590000000000000,NEBRASKA,166,1563884,1977
HEPATITIS A,0.56,NEVADA,4,719436,1977
HEPATITIS A,5.090000000000000,NEW HAMPSHIRE,46,891520,1977
HEPATITIS A,12.400000000000000,NEW JERSEY,912,7350804,1977
HEPATITIS A,39.000000000000000,NEW MEXICO,483,1238034,1977
HEPATITIS A,7.160000000000000,NEW YORK,1266,17680589,1977
HEPATITIS A,7.480000000000000,NORTH CAROLINA,432,5759492,1977
HEPATITIS A,10.110000000000000,NORTH DAKOTA,66,651301,1977
HEPATITIS A,12.780000000000000,OHIO,1381,10795581,1977
HEPATITIS A,13.570000000000000,OKLAHOMA,396,2917336,1977
HEPATITIS A,29.420000000000000,OREGON,738,2518298,1977
HEPATITIS A,6.580000000000000,PENNSYLVANIA,781,11879396,1977
HEPATITIS A,11.990000000000000,RHODE ISLAND,113,951816,1977
HEPATITIS A,4.880000000000000,SOUTH CAROLINA,148,3044364,1977
HEPATITIS A,4.85,SOUTH DAKOTA,33,688580,1977
HEPATITIS A,21.35000000000000,TENNESSEE,958,4486314,1977
HEPATITIS A,15.240000000000000,TEXAS,2053,13500429,1977
HEPATITIS A,15.060000000000000,UTAH,206,1367510,1977
HEPATITIS A,8.200000000000000,VERMONT,41,498109,1977
HEPATITIS A,6.2700000000000000,VIRGINIA,332,5270240,1977
HEPATITIS A,14.570000000000000,WASHINGTON,567,3889073,1977
HEPATITIS A,16.19,WEST VIRGINIA,311,1923395,1977
HEPATITIS A,9.030000000000000,WISCONSIN,419,4646108,1977
HEPATITIS A,4.600000000000000,WYOMING,20,432880,1977
MEASLES,2.06,ALABAMA,79,3831836,1977
MEASLES,15.07,ALASKA,61,404766,1977
MEASLES,8.71,ARIZONA,218,2515316,1977
MEASLES,2.04,ARKANSAS,46,2243127,1977
MEASLES,34.75000000000000,CALIFORNIA,7938,22835958,1977
MEASLES,15.700000000000000,COLORADO,434,2766748,1977
MEASLES,25.020000000000000,CONNECTICUT,774,3091627,1977
MEASLES,1.18,DELAWARE,7,594776,1977
MEASLES,2.1,DISTRICT OF COLUMBIA,14,665052,1977
MEASLES,3.3000000000000000,FLORIDA,301,9102032,1977
MEASLES,14.410000000000000,GEORGIA,762,5295751,1977
MEASLES,4.7300000000000000,HAWAII,44,931584,1977
MEASLES,18.56,IDAHO,169,910690,1977
MEASLES,16.56,ILLINOIS,1889,11412561,1977
MEASLES,71.15000000000000,INDIANA,3894,5470214,1977
MEASLES,123.72000000000000,IOWA,3611,2918069,1977
MEASLES,61.230000000000000,KANSAS,1430,2335657,1977
MEASLES,33.040000000000000,KENTUCKY,1192,3609976,1977
MEASLES,2.2,LOUISIANA,91,4068579,1977
MEASLES,15.910000000000000,MAINE,177,1113566,1977
MEASLES,8.48,MARYLAND,355,4183603,1977
MEASLES,12.300000000000000,MASSACHUSETTS,705,5736469,1977
MEASLES,13.5,MICHIGAN,1243,9217761,1977
MEASLES,68.06000000000000,MINNESOTA,2734,4015341,1977
MEASLES,2.08,MISSISSIPPI,52,2487816,1977
MEASLES,18.570000000000000,MISSOURI,909,4889399,1977
MEASLES,119.65000000000000,MONTANA,936,782317,1977
MEASLES,13.69,NEBRASKA,214,1563884,1977
MEASLES,10.870000000000000,NEVADA,78,719436,1977
MEASLES,29.050000000000000,NEW HAMPSHIRE,259,891520,1977
MEASLES,2.6700000000000000,NEW JERSEY,196,7350804,1977
MEASLES,1.9200000000000000,NEW MEXICO,24,1238034,1977
MEASLES,26.19,NEW YORK,4630,17680589,1977
MEASLES,0.9300000000000000,NORTH CAROLINA,52,5759492,1977
MEASLES,4.74,NORTH DAKOTA,31,651301,1977
MEASLES,17.290000000000000,OHIO,1867,10795581,1977
MEASLES,1.7200000000000000,OKLAHOMA,52,2917336,1977
MEASLES,12.770000000000000,OREGON,321,2518298,1977
MEASLES,27.090000000000000,PENNSYLVANIA,3216,11879396,1977
MEASLES,6.760000000000000,RHODE ISLAND,64,951816,1977
MEASLES,3.280000000000000,SOUTH CAROLINA,101,3044364,1977
MEASLES,10.620000000000000,SOUTH DAKOTA,73,688580,1977
MEASLES,15.750000000000000,TENNESSEE,707,4486314,1977
MEASLES,13.990000000000000,TEXAS,1889,13500429,1977
MEASLES,1.7500000000000000,UTAH,24,1367510,1977
MEASLES,47.16,VERMONT,235,498109,1977
MEASLES,50.79000000000000,VIRGINIA,2676,5270240,1977
MEASLES,12.410000000000000,WASHINGTON,481,3889073,1977
MEASLES,13.870000000000000,WEST VIRGINIA,267,1923395,1977
MEASLES,45.35000000000000,WISCONSIN,2107,4646108,1977
MEASLES,5.770000000000000,WYOMING,25,432880,1977
MUMPS,7.540000000000000,ALABAMA,288,3831836,1977
MUMPS,8.4,ALASKA,34,404766,1977
MUMPS,6.680000000000000,ARKANSAS,151,2243127,1977
MUMPS,3.6800000000000000,CALIFORNIA,831,22835958,1977
MUMPS,11.130000000000000,COLORADO,307,2766748,1977
MUMPS,11.750000000000000,CONNECTICUT,364,3091627,1977
MUMPS,24.240000000000000,DELAWARE,144,594776,1977
MUMPS,0.9,DISTRICT OF COLUMBIA,6,665052,1977
MUMPS,2.880000000000000,FLORIDA,263,9102032,1977
MUMPS,0.7300000000000000,GEORGIA,37,5295751,1977
MUMPS,4.43,HAWAII,41,931584,1977
MUMPS,14.070000000000000,IDAHO,128,910690,1977
MUMPS,12.210000000000000,ILLINOIS,1390,11412561,1977
MUMPS,6.680000000000000,INDIANA,366,5470214,1977
MUMPS,42.670000000000000,IOWA,1245,2918069,1977
MUMPS,56.770000000000000,KANSAS,1326,2335657,1977
MUMPS,3.470000000000000,KENTUCKY,124,3609976,1977
MUMPS,1.3900000000000000,LOUISIANA,59,4068579,1977
MUMPS,7.470000000000000,MAINE,83,1113566,1977
MUMPS,2.2700000000000000,MARYLAND,97,4183603,1977
MUMPS,2.39,MASSACHUSETTS,138,5736469,1977
MUMPS,24.990000000000000,MICHIGAN,2304,9217761,1977
MUMPS,0.91,MINNESOTA,38,4015341,1977
MUMPS,1.5200000000000000,MISSISSIPPI,38,2487816,1977
MUMPS,31.540000000000000,MISSOURI,1542,4889399,1977
MUMPS,2.080000000000000,MONTANA,16,782317,1977
MUMPS,5.840000000000000,NEBRASKA,92,1563884,1977
MUMPS,2.3800000000000000,NEVADA,17,719436,1977
MUMPS,10.630000000000000,NEW HAMPSHIRE,95,891520,1977
MUMPS,4.98,NEW JERSEY,366,7350804,1977
MUMPS,10.000000000000000,NEW MEXICO,124,1238034,1977
MUMPS,5.100000000000000,NEW YORK,900,17680589,1977
MUMPS,1.4300000000000000,NORTH CAROLINA,84,5759492,1977
MUMPS,3.0600000000000000,NORTH DAKOTA,20,651301,1977
MUMPS,7.740000000000000,OHIO,833,10795581,1977
MUMPS,18.300000000000000,OKLAHOMA,535,2917336,1977
MUMPS,12.620000000000000,OREGON,316,2518298,1977
MUMPS,1.770000000000000,PENNSYLVANIA,203,11879396,1977
MUMPS,7.060000000000000,RHODE ISLAND,66,951816,1977
MUMPS,0.6900000000000000,SOUTH CAROLINA,21,3044364,1977
MUMPS,8.59,SOUTH DAKOTA,59,688580,1977
MUMPS,14.250000000000000,TENNESSEE,638,4486314,1977
MUMPS,7.23,TEXAS,979,13500429,1977
MUMPS,6.080000000000000,UTAH,83,1367510,1977
MUMPS,1.6000000000000000,VERMONT,8,498109,1977
MUMPS,2.4600000000000000,VIRGINIA,128,5270240,1977
MUMPS,8.580000000000000,WASHINGTON,333,3889073,1977
MUMPS,11.06,WEST VIRGINIA,213,1923395,1977
MUMPS,40.42000000000000,WISCONSIN,1878,4646108,1977
MUMPS,0.92,WYOMING,4,432880,1977
PERTUSSIS,0.11,ALABAMA,4,3831836,1977
PERTUSSIS,1.24,ALASKA,5,404766,1977
PERTUSSIS,0.98,ARKANSAS,23,2243127,1977
PERTUSSIS,0.7900000000000000,CALIFORNIA,181,22835958,1977
PERTUSSIS,0.45000000000000000,COLORADO,12,2766748,1977
PERTUSSIS,0.21,CONNECTICUT,7,3091627,1977
PERTUSSIS,0.15,DISTRICT OF COLUMBIA,1,665052,1977
PERTUSSIS,0.9400000000000000,FLORIDA,87,9102032,1977
PERTUSSIS,2.65,GEORGIA,139,5295751,1977
PERTUSSIS,0.88,IDAHO,8,910690,1977
PERTUSSIS,0.6900000000000000,ILLINOIS,76,11412561,1977
PERTUSSIS,0.04,KANSAS,1,2335657,1977
PERTUSSIS,0.5800000000000000,KENTUCKY,20,3609976,1977
PERTUSSIS,0.24000000000000000,LOUISIANA,11,4068579,1977
PERTUSSIS,0.15,MASSACHUSETTS,8,5736469,1977
PERTUSSIS,0.7400000000000000,MICHIGAN,73,9217761,1977
PERTUSSIS,0.1,MINNESOTA,5,4015341,1977
PERTUSSIS,0.7200000000000000,MISSISSIPPI,18,2487816,1977
PERTUSSIS,0.74,MISSOURI,37,4889399,1977
PERTUSSIS,0.26,MONTANA,2,782317,1977
PERTUSSIS,0.06,NEBRASKA,1,1563884,1977
PERTUSSIS,0.14,NEVADA,1,719436,1977
PERTUSSIS,0.44,NEW HAMPSHIRE,4,891520,1977
PERTUSSIS,3.2,NEW MEXICO,40,1238034,1977
PERTUSSIS,0.48000000000000000,NEW YORK,86,17680589,1977
PERTUSSIS,0.54,NORTH CAROLINA,31,5759492,1977
PERTUSSIS,0.6600000000000000,OHIO,68,10795581,1977
PERTUSSIS,0.52,OKLAHOMA,16,2917336,1977
PERTUSSIS,13.82,OREGON,347,2518298,1977
PERTUSSIS,0.3800000000000000,PENNSYLVANIA,39,11879396,1977
PERTUSSIS,0.7200000000000000,SOUTH CAROLINA,22,3044364,1977
PERTUSSIS,0.15,SOUTH DAKOTA,1,688580,1977
PERTUSSIS,1.1900000000000000,TENNESSEE,56,4486314,1977
PERTUSSIS,0.5700000000000000,TEXAS,83,13500429,1977
PERTUSSIS,0.36000000000000000,UTAH,5,1367510,1977
PERTUSSIS,0.5000000000000000,VIRGINIA,25,5270240,1977
PERTUSSIS,1.6400000000000000,WASHINGTON,62,3889073,1977
PERTUSSIS,3.43,WEST VIRGINIA,66,1923395,1977
PERTUSSIS,0.53,WISCONSIN,26,4646108,1977
RUBELLA,2.8500000000000000,ALABAMA,109,3831836,1977
RUBELLA,0.25,ALASKA,1,404766,1977
RUBELLA,1.9600000000000000,ARIZONA,49,2515316,1977
RUBELLA,0.13,ARKANSAS,3,2243127,1977
RUBELLA,8.05,CALIFORNIA,1836,22835958,1977
RUBELLA,10.370000000000000,COLORADO,286,2766748,1977
RUBELLA,11.070000000000000,CONNECTICUT,343,3091627,1977
RUBELLA,7.240000000000000,DELAWARE,43,594776,1977
RUBELLA,2.1100000000000000,FLORIDA,196,9102032,1977
RUBELLA,1.2600000000000000,GEORGIA,66,5295751,1977
RUBELLA,22.890000000000000,HAWAII,213,931584,1977
RUBELLA,3.08,IDAHO,28,910690,1977
RUBELLA,3.180000000000000,ILLINOIS,359,11412561,1977
RUBELLA,19.78000000000000,INDIANA,1083,5470214,1977
RUBELLA,15.160000000000000,IOWA,444,2918069,1977
RUBELLA,13.33,KANSAS,312,2335657,1977
RUBELLA,2.7000000000000000,KENTUCKY,96,3609976,1977
RUBELLA,1.29,LOUISIANA,54,4068579,1977
RUBELLA,8.18,MAINE,91,1113566,1977
RUBELLA,0.55,MARYLAND,23,4183603,1977
RUBELLA,7.170000000000000,MASSACHUSETTS,414,5736469,1977
RUBELLA,12.250000000000000,MICHIGAN,1128,9217761,1977
RUBELLA,0.8500000000000000,MINNESOTA,36,4015341,1977
RUBELLA,0.64,MISSISSIPPI,16,2487816,1977
RUBELLA,1.4300000000000000,MISSOURI,71,4889399,1977
RUBELLA,7.500000000000000,MONTANA,59,782317,1977
RUBELLA,0.18,NEBRASKA,3,1563884,1977
RUBELLA,1.8200000000000000,NEVADA,13,719436,1977
RUBELLA,19.140000000000000,NEW HAMPSHIRE,171,891520,1977
RUBELLA,16.670000000000000,NEW JERSEY,1226,7350804,1977
RUBELLA,1.0400000000000000,NEW MEXICO,13,1238034,1977
RUBELLA,21.17000000000000,NEW YORK,3741,17680589,1977
RUBELLA,7.5300000000000000,NORTH CAROLINA,435,5759492,1977
RUBELLA,3.1900000000000000,NORTH DAKOTA,21,651301,1977
RUBELLA,7.620000000000000,OHIO,822,10795581,1977
RUBELLA,1.3300000000000000,OKLAHOMA,40,2917336,1977
RUBELLA,6.2600000000000000,OREGON,157,2518298,1977
RUBELLA,6.190000000000000,PENNSYLVANIA,732,11879396,1977
RUBELLA,14.320000000000000,RHODE ISLAND,136,951816,1977
RUBELLA,7.600000000000000,SOUTH CAROLINA,232,3044364,1977
RUBELLA,3.3500000000000000,SOUTH DAKOTA,23,688580,1977
RUBELLA,38.01000000000000,TENNESSEE,1707,4486314,1977
RUBELLA,6.050000000000000,TEXAS,818,13500429,1977
RUBELLA,5.200000000000000,UTAH,71,1367510,1977
RUBELLA,17.460000000000000,VERMONT,87,498109,1977
RUBELLA,11.740000000000000,VIRGINIA,618,5270240,1977
RUBELLA,11.530000000000000,WASHINGTON,448,3889073,1977
RUBELLA,9.000000000000000,WEST VIRGINIA,174,1923395,1977
RUBELLA,14.870000000000000,WISCONSIN,691,4646108,1977
RUBELLA,1.3800000000000000,WYOMING,6,432880,1977
HEPATITIS A,5.29,ALABAMA,203,3866248,1978
HEPATITIS A,31.080000000000000,ALASKA,125,402753,1978
HEPATITIS A,43.16000000000000,ARIZONA,1137,2635571,1978
HEPATITIS A,8.980000000000000,ARKANSAS,204,2271333,1978
HEPATITIS A,18.48,CALIFORNIA,4301,23256880,1978
HEPATITIS A,15.750000000000000,COLORADO,446,2849234,1978
HEPATITIS A,5.290000000000000,CONNECTICUT,165,3095917,1978
HEPATITIS A,6.760000000000000,DELAWARE,40,594984,1978
HEPATITIS A,4.59,DISTRICT OF COLUMBIA,30,650016,1978
HEPATITIS A,16.7,FLORIDA,1574,9426159,1978
HEPATITIS A,9.780000000000000,GEORGIA,528,5401384,1978
HEPATITIS A,15.940000000000000,HAWAII,153,953306,1978
HEPATITIS A,23.71,IDAHO,221,932627,1978
HEPATITIS A,9.860000000000000,ILLINOIS,1126,11396837,1978
HEPATITIS A,3.4800000000000000,INDIANA,191,5501174,1978
HEPATITIS A,4.66,IOWA,136,2915739,1978
HEPATITIS A,10.38,KANSAS,242,2350906,1978
HEPATITIS A,6.520000000000000,KENTUCKY,238,3641804,1978
HEPATITIS A,13.110000000000000,LOUISIANA,541,4137665,1978
HEPATITIS A,7.87,MAINE,88,1122563,1978
HEPATITIS A,8.86,MARYLAND,371,4191160,1978
HEPATITIS A,3.0200000000000000,MASSACHUSETTS,177,5738404,1978
HEPATITIS A,12.55,MICHIGAN,1162,9266268,1978
HEPATITIS A,22.450000000000000,MINNESOTA,909,4050316,1978
HEPATITIS A,16.44,MISSISSIPPI,411,2507069,1978
HEPATITIS A,11.4,MISSOURI,563,4912430,1978
HEPATITIS A,30.620000000000000,MONTANA,241,787305,1978
HEPATITIS A,8.250000000000000,NEBRASKA,129,1567344,1978
HEPATITIS A,9.900000000000000,NEVADA,76,765367,1978
HEPATITIS A,6.160000000000000,NEW HAMPSHIRE,56,909074,1978
HEPATITIS A,9.33,NEW JERSEY,686,7366512,1978
HEPATITIS A,36.44000000000000,NEW MEXICO,469,1284722,1978
HEPATITIS A,6.570000000000000,NEW YORK,1155,17583838,1978
HEPATITIS A,5.600000000000000,NORTH CAROLINA,329,5823491,1978
HEPATITIS A,11.000000000000000,NORTH DAKOTA,72,652896,1978
HEPATITIS A,10.160000000000000,OHIO,1101,10798298,1978
HEPATITIS A,11.240000000000000,OKLAHOMA,334,2975310,1978
HEPATITIS A,37.84000000000000,OREGON,979,2588012,1978
HEPATITIS A,3.3100000000000000,PENNSYLVANIA,393,11887975,1978
HEPATITIS A,9.970000000000000,RHODE ISLAND,94,950382,1978
HEPATITIS A,2.8700000000000000,SOUTH CAROLINA,91,3090267,1978
HEPATITIS A,20.35,SOUTH DAKOTA,140,688335,1978
HEPATITIS A,15.290000000000000,TENNESSEE,694,4560473,1978
HEPATITIS A,18.54000000000000,TEXAS,2578,13888371,1978
HEPATITIS A,21.810000000000000,UTAH,311,1420238,1978
HEPATITIS A,10.54,VERMONT,53,505372,1978
HEPATITIS A,5.110000000000000,VIRGINIA,273,5307945,1978
HEPATITIS A,21.31000000000000,WASHINGTON,857,4017632,1978
HEPATITIS A,7.700000000000000,WEST VIRGINIA,151,1942146,1978
HEPATITIS A,5.840000000000000,WISCONSIN,274,4682811,1978
HEPATITIS A,6.380000000000000,WYOMING,29,454378,1978
MEASLES,3.43,ALABAMA,132,3866248,1978
MEASLES,0.5,ALASKA,2,402753,1978
MEASLES,2.52,ARIZONA,66,2635571,1978
MEASLES,0.9600000000000000,ARKANSAS,22,2271333,1978
MEASLES,2.8100000000000000,CALIFORNIA,646,23256880,1978
MEASLES,1.8,COLORADO,50,2849234,1978
MEASLES,17.040000000000000,CONNECTICUT,528,3095917,1978
MEASLES,1.8700000000000000,DELAWARE,11,594984,1978
MEASLES,0.3,DISTRICT OF COLUMBIA,2,650016,1978
MEASLES,11.6,FLORIDA,1094,9426159,1978
MEASLES,1.06,GEORGIA,56,5401384,1978
MEASLES,2.17,HAWAII,21,953306,1978
MEASLES,0.43,IDAHO,4,932627,1978
MEASLES,6.980000000000000,ILLINOIS,792,11396837,1978
MEASLES,3.950000000000000,INDIANA,219,5501174,1978
MEASLES,2.9600000000000000,IOWA,87,2915739,1978
MEASLES,4.500000000000000,KANSAS,105,2350906,1978
MEASLES,3.3500000000000000,KENTUCKY,122,3641804,1978
MEASLES,21.250000000000000,LOUISIANA,878,4137665,1978
MEASLES,117.78,MAINE,1322,1122563,1978
MEASLES,1.23,MARYLAND,51,4191160,1978
MEASLES,5.450000000000000,MASSACHUSETTS,315,5738404,1978
MEASLES,82.22,MICHIGAN,7618,9266268,1978
MEASLES,2.09,MINNESOTA,86,4050316,1978
MEASLES,31.210000000000000,MISSISSIPPI,782,2507069,1978
MEASLES,3.5300000000000000,MISSOURI,174,4912430,1978
MEASLES,13.860000000000000,MONTANA,109,787305,1978
MEASLES,0.51,NEBRASKA,8,1567344,1978
MEASLES,2.6000000000000000,NEVADA,20,765367,1978
MEASLES,7.15,NEW HAMPSHIRE,65,909074,1978
MEASLES,1.0100000000000000,NEW JERSEY,76,7366512,1978
MEASLES,10.440000000000000,NEW YORK,1840,17583838,1978
MEASLES,2.15,NORTH CAROLINA,125,5823491,1978
MEASLES,27.44000000000000,NORTH DAKOTA,179,652896,1978
MEASLES,4.67,OHIO,501,10798298,1978
MEASLES,0.9100000000000000,OKLAHOMA,28,2975310,1978
MEASLES,20.58,OREGON,532,2588012,1978
MEASLES,2.8100000000000000,PENNSYLVANIA,327,11887975,1978
MEASLES,0.85,RHODE ISLAND,8,950382,1978
MEASLES,6.440000000000000,SOUTH CAROLINA,200,3090267,1978
MEASLES,22.260000000000000,TENNESSEE,1016,4560473,1978
MEASLES,7.540000000000000,TEXAS,1047,13888371,1978
MEASLES,3.2400000000000000,UTAH,46,1420238,1978
MEASLES,10.52,VERMONT,53,505372,1978
MEASLES,49.89000000000000,VIRGINIA,2648,5307945,1978
MEASLES,10.62,WASHINGTON,429,4017632,1978
MEASLES,45.55000000000000,WEST VIRGINIA,885,1942146,1978
MEASLES,33.27000000000000,WISCONSIN,1557,4682811,1978
MUMPS,11.300000000000000,ALABAMA,437,3866248,1978
MUMPS,3.75,ALASKA,15,402753,1978
MUMPS,1.0600000000000000,ARIZONA,27,2635571,1978
MUMPS,27.680000000000000,ARKANSAS,629,2271333,1978
MUMPS,2.2400000000000000,CALIFORNIA,527,23256880,1978
MUMPS,6.270000000000000,COLORADO,175,2849234,1978
MUMPS,4.450000000000000,CONNECTICUT,139,3095917,1978
MUMPS,9.45,DELAWARE,56,594984,1978
MUMPS,0.3,DISTRICT OF COLUMBIA,2,650016,1978
MUMPS,3.2000000000000000,FLORIDA,309,9426159,1978
MUMPS,1.31,GEORGIA,69,5401384,1978
MUMPS,3.5900000000000000,HAWAII,35,953306,1978
MUMPS,8.360000000000000,IDAHO,78,932627,1978
MUMPS,16.720000000000000,ILLINOIS,1904,11396837,1978
MUMPS,5.240000000000000,INDIANA,288,5501174,1978
MUMPS,6.17,IOWA,181,2915739,1978
MUMPS,26.730000000000000,KANSAS,628,2350906,1978
MUMPS,7.65,KENTUCKY,280,3641804,1978
MUMPS,1.6100000000000000,LOUISIANA,67,4137665,1978
MUMPS,52.29000000000000,MAINE,587,1122563,1978
MUMPS,1.9600000000000000,MARYLAND,84,4191160,1978
MUMPS,1.7500000000000000,MASSACHUSETTS,102,5738404,1978
MUMPS,17.560000000000000,MICHIGAN,1628,9266268,1978
MUMPS,0.4800000000000000,MINNESOTA,22,4050316,1978
MUMPS,3.6600000000000000,MISSISSIPPI,92,2507069,1978
MUMPS,12.560000000000000,MISSOURI,619,4912430,1978
MUMPS,19.180000000000000,MONTANA,151,787305,1978
MUMPS,1.7500000000000000,NEBRASKA,28,1567344,1978
MUMPS,1.4300000000000000,NEVADA,11,765367,1978
MUMPS,1.6500000000000000,NEW HAMPSHIRE,15,909074,1978
MUMPS,2.250000000000000,NEW JERSEY,168,7366512,1978
MUMPS,1.5500000000000000,NEW MEXICO,20,1284722,1978
MUMPS,2.3700000000000000,NEW YORK,414,17583838,1978
MUMPS,1.3700000000000000,NORTH CAROLINA,81,5823491,1978
MUMPS,2.5800000000000000,NORTH DAKOTA,17,652896,1978
MUMPS,13.090000000000000,OHIO,1413,10798298,1978
MUMPS,0.13,OKLAHOMA,4,2975310,1978
MUMPS,5.350000000000000,OREGON,138,2588012,1978
MUMPS,1.3300000000000000,PENNSYLVANIA,152,11887975,1978
MUMPS,5.79,RHODE ISLAND,54,950382,1978
MUMPS,0.5500000000000000,SOUTH CAROLINA,18,3090267,1978
MUMPS,1.63,SOUTH DAKOTA,11,688335,1978
MUMPS,10.20000000000000,TENNESSEE,466,4560473,1978
MUMPS,10.950000000000000,TEXAS,1527,13888371,1978
MUMPS,11.700000000000000,UTAH,167,1420238,1978
